gid,raw,nowcast,lagged,dropnear
28001,0.6096096634864807,0.7191523909568787,0.6293002367019653,0.7333500385284424
28008,0.8604312539100647,0.9373140931129456,0.8797115087509155,0.9286397695541382
28009,0.8694016337394714,0.8836468458175659,0.8712636232376099,0.8959580659866333
28012,0.7958291172981262,0.8324428796768188,0.793999195098877,0.8074289560317993
28018,0.8836408257484436,0.9288711547851562,0.8918012976646423,0.9239564538002014
28022,0.8340030908584595,0.8627545833587646,0.8173689246177673,0.8245018720626831
28024,0.8267924785614014,0.875541090965271,0.8550055027008057,0.9025471210479736
28026,0.799685001373291,0.7384340763092041,0.8079813122749329,0.7515140771865845
28031,0.826366126537323,0.9302375316619873,0.8307817578315735,0.9297804236412048
28039,0.7208184003829956,0.8386746048927307,0.7253193855285645,0.8455256223678589
28040,0.7892324328422546,0.8713150024414062,0.8055341839790344,0.818422794342041
28043,0.8479262590408325,0.9233566522598267,0.8690546154975891,0.9151808619499207
28046,0.848414957523346,0.8856537938117981,0.8450893759727478,0.8924120664596558
28048,0.7849900722503662,0.8695360422134399,0.7768162488937378,0.8360003232955933
28050,0.7514420747756958,0.8042882084846497,0.8165586590766907,0.7951974868774414
28052,0.7686808109283447,0.7535662651062012,0.7486969232559204,0.7714376449584961
28067,0.8598531484603882,0.9166725277900696,0.8770822882652283,0.9131736755371094
28080,0.7912848591804504,0.8441124558448792,0.7962931394577026,0.8533635139465332
28082,0.8653265237808228,0.9046880602836609,0.8732502460479736,0.8795053362846375
28085,0.905135989189148,0.9465261101722717,0.9186491966247559,0.946872353553772
29002,0.6888939142227173,0.7672168612480164,0.7010632157325745,0.7489758729934692
29003,0.7064652442932129,0.8182709217071533,0.735110878944397,0.7596746683120728
29005,0.3064011335372925,0.370921790599823,0.33434730768203735,0.3503047227859497
30001,0.8384559750556946,0.8959998488426208,0.8797243237495422,0.8900342583656311
30004,0.6556258797645569,0.7578227519989014,0.6448626518249512,0.7364033460617065
30005,0.7766292095184326,0.8718092441558838,0.8346268534660339,0.7910228967666626
30011,0.7962015867233276,0.853688657283783,0.8187869191169739,0.8462234139442444
30012,0.7557295560836792,0.8101263642311096,0.7696201801300049,0.7957689166069031
30014,0.7501037120819092,0.7991371154785156,0.7694357633590698,0.7996185421943665
31002,0.7052291631698608,0.814281165599823,0.8006754517555237,0.7790274024009705
31006,-0.2769409418106079,-0.04269254207611084,-0.28776514530181885,0.10812699794769287
31010,0.7444839477539062,0.8443337678909302,0.7781132459640503,0.797430694103241
31021,0.7824755907058716,0.8227604627609253,0.822390079498291,0.8671383261680603
31023,0.6378710865974426,0.7677667140960693,0.6695676445960999,0.7506400346755981
32003,0.7240424752235413,0.7903376817703247,0.7284834384918213,0.7596855163574219
32004,0.8115738034248352,0.857934296131134,0.8384820818901062,0.8636229038238525
32006,0.8484240174293518,0.9110817313194275,0.8503189086914062,0.8742181062698364
32008,0.8663110136985779,0.9326201677322388,0.8639694452285767,0.906471848487854
33006,0.550249457359314,0.586966872215271,0.6207957863807678,0.5695984363555908
33007,0.7580540776252747,0.8473935127258301,0.8152391910552979,0.8333176970481873
33012,0.7924656867980957,0.8261242508888245,0.8016414642333984,0.8478827476501465
33013,0.3194342851638794,0.6282515525817871,0.40004169940948486,0.5883826017379761
33014,0.7951651811599731,0.8499419689178467,0.7902207374572754,0.7754581570625305
33018,0.8277930021286011,0.8886058330535889,0.8321646451950073,0.8732855319976807
33019,0.7051686644554138,0.825767993927002,0.8107421398162842,0.7673097848892212
33021,0.7079434394836426,0.7767642736434937,0.7931974530220032,0.7907166481018066
33022,0.8441079258918762,0.8907442688941956,0.881698727607727,0.8766686916351318
33023,0.24219787120819092,-0.0914163589477539,0.18157929182052612,-0.1735701560974121
33024,0.609374463558197,0.7984486222267151,0.6486982107162476,0.72408127784729
33026,0.7915940284729004,0.9005715250968933,0.8544148802757263,0.9054654836654663
33028,0.7836199402809143,0.8324678540229797,0.8049642443656921,0.7936681509017944
33029,0.7686913013458252,0.8102879524230957,0.7815684080123901,0.7886981964111328
33031,0.6091389656066895,0.7768094539642334,0.6355355381965637,0.6956923007965088
33032,0.2108997106552124,0.4050031304359436,0.30083167552948,0.47849148511886597
33033,0.687096118927002,0.7512468695640564,0.703407347202301,0.744437575340271
33034,0.6903283596038818,0.8397359251976013,0.716503381729126,0.701197624206543
33035,0.7788534164428711,0.7821342945098877,0.765468955039978,0.7707693576812744
33039,0.7015807628631592,0.7895241379737854,0.7449818849563599,0.807824969291687
33053,0.5626929998397827,0.7255133390426636,0.6394311189651489,0.6732622385025024
34002,0.7910326719284058,0.9072027206420898,0.8056545257568359,0.906985878944397
34003,0.45708441734313965,0.7223001718521118,0.5251514911651611,0.6109994649887085
34004,0.4801056385040283,0.49477463960647583,0.42510104179382324,0.5907517671585083
34005,0.5686324238777161,0.8034719228744507,0.5626646280288696,0.7435212135314941
34006,0.7734735608100891,0.8586953282356262,0.8688347935676575,0.851131021976471
34007,0.7029913067817688,0.7916003465652466,0.7437782287597656,0.8316323757171631
34008,-0.8810106515884399,0.20040607452392578,-0.6344369649887085,-0.1136399507522583
34010,0.6168071031570435,0.6166147589683533,0.6516222357749939,0.6480671167373657
34011,-0.19437575340270996,0.528337836265564,-0.13467872142791748,0.48866569995880127
34012,-1.3927695751190186,-0.2890903949737549,-1.3702163696289062,-0.4390658140182495
35003,0.4836846590042114,0.5772800445556641,0.5052977800369263,0.5520022511482239
35008,0.8175605535507202,0.9172306656837463,0.8477288484573364,0.8732545375823975
36003,0.7489699125289917,0.8056843876838684,0.7669779062271118,0.7974177598953247
36006,0.6091916561126709,0.6841678619384766,0.6851375102996826,0.6959301233291626
36009,0.7481012344360352,0.856688380241394,0.7615606784820557,0.8483328223228455
36010,0.7253429889678955,0.9015746712684631,0.7302145957946777,0.8546229600906372
36011,0.7683448791503906,0.9040476083755493,0.7712885141372681,0.8808510303497314
36012,0.5970938205718994,0.6810287237167358,0.6130216121673584,0.7043313980102539
37001,0.8005572557449341,0.7152810096740723,0.7974352836608887,0.7103649377822876
37003,0.6478902101516724,0.7360460758209229,0.6777926683425903,0.7620243430137634
