gid,nse_gauged,nse_ungauged,top1_nse_ungauged,fold,chalk,gauge_name,penalty,area
33014,0.7951651811599731,0.7560969591140747,-7.399859428405762,4,False,Lark at Temple,0.03906822204589844,2.4378139588473458
33018,0.8277930021286011,0.8346025943756104,-0.33191370964050293,4,False,Tove at Cappenham Bridge,-0.006809592247009277,2.1223469662550785
33019,0.7051686644554138,0.6091691255569458,-2.667473793029785,2,False,Thet at Melford Bridge,0.09599953889846802,2.4932907143060246
33021,0.7079434394836426,0.6107228398323059,-17.565969467163086,4,True,Rhee at Burnt Mill,0.09722059965133667,2.4886212131294285
33022,0.8441079258918762,0.832583487033844,-2.0742530822753906,2,False,Ivel at Blunham,0.011524438858032227,2.732096085685356
33023,0.2421978712081909,-2.2195611000061035,-4.091614723205566,2,False,Lea Brook at Beck Bridge,2.4617589712142944,2.119090852421722
33024,0.609374463558197,0.41892367601394653,-0.11465585231781006,1,False,Cam at Dernford,0.1904507875442505,2.300138778165712
33026,0.7915940284729004,0.767188310623169,-4.25193977355957,3,False,Bedford Ouse at Offord,0.024405717849731445,3.4093074239519776
33028,0.7836199402809143,0.3955049514770508,0.19582027196884155,0,False,Flit at Shefford,0.3881149888038635,2.077077066845761
33029,0.7686913013458252,0.6786121129989624,-6.129651069641113,4,True,Stringside at Whitebridge,0.09007918834686279,1.9795938958489303
33031,0.6091389656066895,0.5861968994140625,-6.526346683502197,0,False,Broughton Brook at Broughton,0.022942066192626953,1.8455321174935755
33032,0.2108997106552124,-0.7515387535095215,-91.72933197021484,2,False,Heacham at Heacham,0.9624384641647339,1.7494270991217489
33033,0.687096118927002,0.698856770992279,-0.5581523180007935,1,False,Hiz at Arlesey,-0.0117606520652771,2.0529246837077286
33034,0.6903283596038818,0.6784708499908447,-0.9717192649841309,1,False,Little Ouse at Abbey Heath,0.01185750961303711,2.849886014263404
33035,0.7788534164428711,0.7742369174957275,-2.004403591156006,1,False,Ely Ouse at Denver Complex,0.004616498947143555,3.553978852004511
33039,0.7015807628631592,0.6385424137115479,-5.280910491943359,1,False,Bedford Ouse at Roxton,0.06303834915161133,3.220709404879566
