gid,nse_raw,nse_norm,nse_log1p,nse_lstm,chalk,gauge_name,d_norm,d_log1p,d_lstm
15010,0.8244328498840332,0.8190803527832031,0.8162115812301636,0.8292080163955688,False,Isla at Wester Cardean,-0.005352497100830078,-0.008221268653869629,0.0047751665115356445
15011,0.7129493951797485,0.7124446630477905,0.6892552971839905,0.6816699504852295,False,Lyon at Comrie Bridge,-0.0005047321319580078,-0.023694097995758057,-0.03127944469451904
15012,0.8337042927742004,0.8251174092292786,0.8232846260070801,0.8404362797737122,False,Tummel at Pitlochry,-0.008586883544921875,-0.010419666767120361,0.006731986999511719
15013,0.7624183297157288,0.7647072076797485,0.7423312664031982,0.7664750218391418,False,Almond at Almondbank,0.0022888779640197754,-0.020087063312530518,0.004056692123413086
16001,0.8808640241622925,0.8757831454277039,0.8801957964897156,0.858620285987854,False,Earn at Kinkell Bridge,-0.005080878734588623,-0.0006682276725769043,-0.022243738174438477
16003,0.7989590167999268,0.7855475544929504,0.7775764465332031,0.7986023426055908,False,Ruchill Water at Cultybraggan,-0.013411462306976318,-0.021382570266723633,-0.0003566741943359375
16004,0.9019893407821656,0.895116925239563,0.8976091742515564,0.9114209413528442,False,Earn at Forteviot Bridge,-0.00687241554260265,-0.004380166530609242,0.0094316005706786
17001,0.8164653778076172,0.820691704750061,0.7842525243759155,0.8127020597457886,False,Carron at Headswood,0.004226326942443848,-0.03221285343170166,-0.0037633180618286133
17003,0.8048651218414307,0.8014273643493652,0.8348466753959656,0.8252863883972168,False,Bonny Water at Bonnybridge,-0.0034377574920654297,0.029981553554534912,0.020421266555786133
17005,0.8797832727432251,0.8799347877502441,0.8787707686424255,0.8927080035209656,False,Avon at Polmonthill,0.00015151500701904297,-0.0010125041007995605,0.012924730777740479
18001,0.7996048927307129,0.8010980486869812,0.8017793297767639,0.814697265625,False,Allan Water at Kinbuck,0.0014931559562683105,0.0021744370460510254,0.01509237289428711
18002,0.7832297086715698,0.7804133892059326,0.7528975009918213,0.7609699964523315,False,Devon at Glenochil,-0.002816319465637207,-0.030332207679748535,-0.02225971221923828
18003,0.8844290971755981,0.8782355785369873,0.8746597766876221,0.8967205882072449,False,Teith at Bridge of Teith,-0.00619351863861084,-0.009769320487976074,0.012291491031646729
19001,0.8453986644744873,0.8416391611099243,0.8331905007362366,0.8787263631820679,False,Almond at Craigiehall,-0.0037595033645629883,-0.012208163738250732,0.033327698707580566
19006,0.843696653842926,0.8365087509155273,0.8349720239639282,0.8663057088851929,False,Water of Leith at Murrayfield,-0.007187902927398682,-0.008724629878997803,0.022609055042266846
19010,0.5993131399154663,0.6275465488433838,0.7067452669143677,0.6683908104896545,False,Braid Burn at Liberton,0.02823340892791748,0.10743212699890137,0.06907767057418823
20002,0.743852972984314,0.7791822552680969,0.7432117462158203,0.8440203666687012,False,West Peffer Burn at Luffness,0.03532928228378296,-0.0006412267684936523,0.10016739368438721
20003,0.7640916109085083,0.7759250402450562,0.7622761726379395,0.8141902089118958,False,Tyne at Spilmersford,0.011833429336547852,-0.0018154382705688477,0.05009859800338745
20007,0.8344414234161377,0.8422706127166748,0.8212575316429138,0.8548324704170227,False,Gifford Water at Lennoxlove,0.00782918930053711,-0.013183891773223877,0.02039104700088501
21003,0.8774638772010803,0.8754782676696777,0.8730272054672241,0.8840554356575012,False,Tweed at Peebles,-0.001985609531402588,-0.004436671733856201,0.0065915584564208984
21006,0.8737713694572449,0.8721654415130615,0.8711016178131104,0.8903189897537231,False,Tweed at Boleside,-0.0016059279441833496,-0.0026697516441345215,0.01654762029647827
