,gain,mean_donor_km
55008,0.06582492589950562,12.976170504015807
55013,0.02470219135284424,16.578864735186418
55014,0.04066091775894165,15.247481446144135
55016,0.044606149196624645,12.33358180797142
55018,-0.012513399124145508,17.01323947164768
55021,0.027416527271270752,15.284446475028632
55023,0.004709422588348389,21.478982676731903
55025,0.038750648498535156,16.82972904465615
55026,0.04102611541748036,10.565208667683251
55029,0.01787203550338745,17.425718805274595
55032,0.06815445423126221,11.301503375789324
56001,0.0315043330192567,17.93689850871509
56007,0.05548936128616333,13.050151196436921
56013,0.033225178718567006,14.079094635547852
57004,0.09847038984298717,4.14700489941234
57005,0.1095239520072937,4.793094213830625
57006,0.09306758642196666,4.626412662964707
57007,0.1267825961112975,4.063119117319361
57008,0.06585496664047241,11.815632264769972
58001,0.07296562194824219,12.808675395219096
58006,0.10503566265106201,11.641345774623701
58008,0.09596395492553711,7.65169482890035
58009,0.015541493892669678,13.33895655825699
59001,0.12156111001968395,11.587031881937742
60002,0.1092546582221986,12.211061031766215
60003,0.05948781967163075,20.60291121487486
60005,0.042196035385131836,19.021171759060802
60006,0.07404375076293945,11.196522894824108
60010,0.05289500951766957,11.2579886668493
61002,0.041649460792541504,28.172873358141768
62001,0.0163305401802063,28.070834058876375
63001,0.06803166866302501,24.73907549912754
64002,0.07048743963241577,24.057103970001027
65001,0.11875164508819569,12.339011860650006
65005,0.10032731294631958,17.316102193989384
65008,0.15225958824157715,11.696054264129623
66001,0.012712061405181774,14.274801680897525
66004,0.054904937744140625,15.756811509014668
66011,0.10479182004928578,18.744865726264976
67001,0.011127412319183239,10.921857977292317
67006,0.02291750907897938,17.89237797395024
67008,0.018512427806854248,12.74768392414252
67015,-0.018775999546051025,9.228850652490914
67018,0.07825058698654175,12.90429905216556
68001,0.0508251190185548,12.390098292914297
68003,0.03937506675720215,15.181989496557904
68004,0.04883265495300293,12.4242966968775
68005,0.02770918607711792,11.984834598707442
69002,0.05385136604309082,9.084657251668702
69015,0.049034953117370605,7.078284978059649
