gid,persist2_L1,persist2_L1_cov,ar_perfect2_L1,ar_perfect2_L1_cov,ar_gefs_L1,ar_gefs_L1_cov,persist2_L2,persist2_L2_cov,ar_perfect2_L2,ar_perfect2_L2_cov,ar_gefs_L2,ar_gefs_L2_cov,persist2_L3,persist2_L3_cov,ar_perfect2_L3,ar_perfect2_L3_cov,ar_gefs_L3,ar_gefs_L3_cov
21013,0.5669447183609009,0.5612925291061401,0.836959719657898,0.837401270866394,0.7803634405136108,0.7843809127807617,0.2862641215324402,0.2877187132835388,0.7835527062416077,0.7822158336639404,0.5594953298568726,0.5717372298240662,0.13463133573532104,0.13947975635528564,0.7612391710281372,0.7580057382583618,0.49883490800857544,0.5139850378036499
21015,0.39979857206344604,0.3849504590034485,0.8021608591079712,0.7995271682739258,0.6781383752822876,0.6717040538787842,0.08155828714370728,0.0656161904335022,0.7233133912086487,0.7198867201805115,0.44276440143585205,0.4413069486618042,-0.09394192695617676,-0.10880434513092041,0.6981135606765747,0.6939271688461304,0.40902113914489746,0.4114784598350525
21016,0.43980085849761963,0.4360347390174866,0.8374594449996948,0.8368142247200012,0.7122353315353394,0.7106802463531494,0.07494920492172241,0.06632363796234131,0.7896378040313721,0.7877414226531982,0.4594411849975586,0.4568665623664856,-0.12074172496795654,-0.1297919750213623,0.7842680215835571,0.7830165028572083,0.40800797939300537,0.40610170364379883
21017,0.045793771743774414,0.06688684225082397,0.8043540120124817,0.8131755590438843,0.46831172704696655,0.4998929500579834,-0.2889155149459839,-0.2576524019241333,0.7789351344108582,0.7886415123939514,0.22779375314712524,0.25403958559036255,-0.38096654415130615,-0.34372198581695557,0.7706891298294067,0.7795799970626831,0.17431581020355225,0.1991780400276184
21018,0.5675735473632812,0.5564032196998596,0.8640652894973755,0.8621056079864502,0.8301547169685364,0.8274490237236023,0.2435864806175232,0.228418231010437,0.8159416317939758,0.8124755024909973,0.5920426845550537,0.6026998162269592,0.10480540990829468,0.0900346040725708,0.8152031898498535,0.8114756345748901,0.4785725474357605,0.49031174182891846
21022,0.3320434093475342,0.3261770009994507,0.8148414492607117,0.812146782875061,0.7591181993484497,0.7569287419319153,-0.0421825647354126,-0.050386786460876465,0.7479238510131836,0.7439639568328857,0.4630000591278076,0.46476471424102783,-0.21849429607391357,-0.22574257850646973,0.7334582805633545,0.7287968397140503,0.4145354628562927,0.41773056983947754
21023,0.20731830596923828,0.2398817539215088,0.589586615562439,0.608008623123169,0.6083587408065796,0.634870171546936,-0.2698420286178589,-0.2424025535583496,0.5033635497093201,0.5218050479888916,0.3656396269798279,0.390569806098938,-0.40639710426330566,-0.37664794921875,0.4884348511695862,0.5069224238395691,0.3100837469100952,0.334170401096344
21024,0.1986514925956726,0.20128947496414185,0.8245562314987183,0.8298141956329346,0.6410797834396362,0.6668516993522644,-0.18572628498077393,-0.1664959192276001,0.8048086166381836,0.8121787905693054,0.3692217469215393,0.4001172184944153,-0.31335604190826416,-0.2897433042526245,0.7907273769378662,0.7970740795135498,0.29651445150375366,0.32341521978378296
22001,0.4172394871711731,0.4134688377380371,0.8730002641677856,0.8725691437721252,0.8142720460891724,0.8143638968467712,-0.013769268989562988,-0.02488398551940918,0.8226054310798645,0.8204464912414551,0.4703017473220825,0.47049033641815186,-0.20334136486053467,-0.21369588375091553,0.8159793615341187,0.8140041828155518,0.41458141803741455,0.4159734845161438
22006,0.43907350301742554,0.4362943172454834,0.8718326091766357,0.8716224431991577,0.8130151629447937,0.8118624091148376,0.002234160900115967,-0.004816412925720215,0.8372728228569031,0.8359617590904236,0.456661581993103,0.4546481966972351,-0.17532658576965332,-0.1835545301437378,0.8183385729789734,0.81691575050354,0.4146348237991333,0.4136444330215454
