gid,persistence_L1,weather_L1,ar_L1,ar_donor_L1,ar_perfect_L1,persistence_L2,ar_donor_L2,persistence_L3,ar_donor_L3
33021,0.924263060092926,0.6891615390777588,0.9174454808235168,0.9167817831039429,0.9221269488334656,0.7842442393302917,0.8146699666976929,0.6599686741828918,0.731074869632721
33022,0.7795149087905884,0.8571536540985107,0.9317519068717957,0.9262598156929016,0.9328804016113281,0.5528733730316162,0.7046594619750977,0.4136422276496887,0.5813096761703491
33023,0.6865578889846802,0.1838703155517578,0.7354476451873779,0.7307698130607605,0.7083791494369507,0.4598965644836426,0.4630977511405945,0.3708106279373169,0.44779086112976074
33024,0.7089201211929321,0.6159771680831909,0.8675159811973572,0.863853931427002,0.858563244342804,0.42690807580947876,0.640038251876831,0.31041306257247925,0.5127518177032471
33026,0.8939432501792908,0.7944942712783813,0.9153003096580505,0.9240392446517944,0.9228397607803345,0.7451421022415161,0.8180182576179504,0.588709831237793,0.6981491446495056
33028,0.42894476652145386,0.7396723628044128,0.8070262670516968,0.8112303018569946,0.8337503671646118,0.14674615859985352,0.4441797137260437,-0.02823817729949951,0.3559085726737976
33029,0.9030064940452576,0.7611837387084961,0.9363179802894592,0.9272605776786804,0.9247843027114868,0.7866395115852356,0.805395245552063,0.7162323594093323,0.7557464838027954
33031,0.3392610549926758,0.5309744477272034,0.5889332890510559,0.5866761207580566,0.6728760004043579,-0.1714695692062378,0.2580409646034241,-0.3658965826034546,0.16432708501815796
33032,0.9938904047012329,0.027250826358795166,0.9010377526283264,0.8508827686309814,0.8540982007980347,0.989126443862915,0.8189660310745239,0.9843283891677856,0.8510299921035767
33033,0.6070342063903809,0.6432580947875977,0.7813068628311157,0.7759680151939392,0.832796573638916,0.36991584300994873,0.5436336994171143,0.25117748975753784,0.47850674390792847
33034,0.9689774513244629,0.6155000925064087,0.877828061580658,0.8765523433685303,0.8790988922119141,0.9011504054069519,0.845187246799469,0.8255012035369873,0.8205820322036743
33035,0.8739432096481323,0.754051148891449,0.8902581334114075,0.8764879703521729,0.8808363676071167,0.795169472694397,0.8204546570777893,0.7353494167327881,0.7665395736694336
33039,0.903796911239624,0.7038861513137817,0.8559554219245911,0.8710012435913086,0.8646799921989441,0.7476196885108948,0.8045636415481567,0.5852711200714111,0.6971291899681091
33053,0.6170605421066284,0.5539078712463379,0.7270873785018921,0.7127059698104858,0.7100743055343628,0.306458055973053,0.46960896253585815,0.18320798873901367,0.38987308740615845
34002,0.7146271467208862,0.7369856834411621,0.8721270561218262,0.8832837343215942,0.852981686592102,0.3632655739784241,0.5914255976676941,0.1803516149520874,0.4544922113418579
34003,0.7552193999290466,0.2533641457557678,0.8143819570541382,0.8089101314544678,0.7083704471588135,0.48203152418136597,0.5877165794372559,0.3494170308113098,0.4692610502243042
34004,0.9637694358825684,0.3850000500679016,0.7500036358833313,0.728978157043457,0.6560171246528625,0.8897432088851929,0.8353439569473267,0.8095059394836426,0.8104443550109863
34005,0.718744695186615,0.585962176322937,0.8284623622894287,0.8384949564933777,0.768011748790741,0.38251763582229614,0.5883728265762329,0.21433550119400024,0.4350353479385376
34006,0.7085212469100952,0.7655125856399536,0.8883867263793945,0.8954512476921082,0.878707766532898,0.34335029125213623,0.6406840085983276,0.1293116807937622,0.4537023901939392
34007,0.5238226652145386,0.714118242263794,0.8132059574127197,0.8067009449005127,0.8044864535331726,0.030070483684539795,0.4136815071105957,-0.1789991855621338,0.28627490997314453
34008,0.7804123163223267,-0.7875171899795532,0.6995216608047485,0.7433865070343018,0.5454103946685791,0.5581395626068115,0.5070745944976807,0.43680959939956665,0.3893696069717407
34010,0.6573430299758911,0.618463397026062,0.8333109617233276,0.8273166418075562,0.8189502954483032,0.2700555920600891,0.5313969850540161,0.0907396674156189,0.3937302827835083
34011,0.9006831049919128,-0.4125642776489258,0.7170079350471497,0.6721357107162476,0.6437631845474243,0.7684356570243835,0.7533864974975586,0.6872799396514893,0.6916335225105286
34012,0.9916091561317444,-1.648587703704834,0.7409179210662842,0.7374091148376465,0.7094906568527222,0.9863184690475464,0.7538353800773621,0.9825999736785889,0.7890881299972534
35003,0.1238100528717041,0.47682517766952515,0.5682418942451477,0.5579303503036499,0.5362105965614319,-0.5077239274978638,0.20415085554122925,-0.5953067541122437,0.12916892766952515
35008,0.40856218338012695,0.7773475646972656,0.8049792647361755,0.795556902885437,0.8319276571273804,0.025770187377929688,0.4220709204673767,-0.0966024398803711,0.3398675322532654
36003,0.4462665915489197,0.7595613598823547,0.8163509368896484,0.8175402283668518,0.8170282244682312,0.13690185546875,0.45656341314315796,0.010268747806549072,0.38100433349609375
36006,0.8338911533355713,0.6249870657920837,0.7957499027252197,0.8173158764839172,0.8254641890525818,0.5702263712882996,0.7391879558563232,0.3687271475791931,0.5635826587677002
36009,0.3270065188407898,0.694318950176239,0.705373227596283,0.7036392688751221,0.7753967046737671,-0.02562427520751953,0.3820646405220032,-0.1475849151611328,0.31477582454681396
36010,0.14978790283203125,0.557383120059967,0.5762547254562378,0.5654996037483215,0.7125501036643982,-0.15896213054656982,0.29030776023864746,-0.263849139213562,0.23711568117141724
